game_number,winner,moves
28,Draw,e4 c5 Nf3 Nc6 Bb5 g6 O-O Bg7 c3 Nf6 Re1 O-O d4 d5 Bxc6 bxc6 e5 Ne4 Be3 Rb8 Qc1 cxd4 cxd4 f6 Nbd2 Nxd2 Bxd2 Bg4 Bf4 Rb4 exf6 exf6 Qxc6 Rxb2 h3 Bf5 Rac1 Qd7 Qa6 Rb6 Qa5 Ra8 g4 Be4 Nd2 Qb5 Qxb5 Rxb5 Nxe4 dxe4 Rc7 f5 gxf5 gxf5 Rd7 Rb6 a4 Rf8 a5 Rg6+ Kf1 Rf7 Rd8+ Rf8 Rd7 Rf7 Rd8+ Rf8 Rd5 Bh6 Be5 Bg7 Ke2 Bxe5 Rxe5 Kg7 Rc1 Rf7 Rec5 Rg2 Ke3 f4+ Kxe4 Rxf2 Rg5+ Kh6 Re5 Re2+ Kf3 Rd2 d5 Rd4 h4 Kg7 Rg5+ Kf8 Rc8+ Ke7 Rh5 Kd6 Rd8+ Kc5 d6+ Kc6 Rc8+ Kxd6 Rd8+ Rd7 Rxd7+ Kxd7 Rxh7+ Ke6 Rxa7 Kf6 Ra6+ Kg7 Rb6 Ra4 a6 Kf7 h5 Kg7 Kg4 Kg8 Rb8+ Kh7 Rb7+ Kh6 Rb6+ Kh7 Rc6 Kg8 Rc8+ Kg7 Rc6 Kg8 Rh6 Kg7 Rb6 Kg8 Re6 Kg7 Rb6 Kh7 Rb7+ Kh6 Rb6+ Kg7 Rb7+ Kh6 Ra7 f3+ Kxf3 Kxh5 Ke3 Kg6 Kd3 Rb4 Kc3 Rb6 Kd4 Rc6 Kd5 Rf6 Kc5 Kh6 Kb5 Rf5+ Kb6 Rf6+ Kb5 Rf5+ Kc4 Rf6 Ra8 Kg7 Kb5 Rf5+ Kb6 Rf6+ Kc5 Rf5+ Kd4 Rf6 Kc5 Rf5+ Kd6 Rf6+ Kc7 Rf7+ Kc8 Rf8+ Kb7 Rf7+ Kc6 Rf6+ Kb7 Rf7+ Kc6 Rf6+ Kd7 Rf7+ Kc8 Rf8+ Kb7 Rf7+ Kb6 Rf6+ Kc7 Kh7 Kb7 Rf7+ Kb6 Rf6+ Kb5 Rf5+ Kb6 Rf6+ Kb7 Rf7+ Kb6 Rf6+ Kb7 Rf7+ Kc6 Rf6+ Kc7 Rf7+ Kb6 Rf6+ Kc7 Rg6 a7 Rg7+ Kc6 Rg6+ Kc7 Rg7+ Kc6 Rg6+ Kb7 Rg7+ Ka6 Rg6+ Kb5 Rg5+ Ka6 Rg6+ Kb5 Rg5+ Ka4 Rg4+ Kb5 Rg5+ Ka4 Rg4+ Kb5 Rg5+ Kb4 Rg4+ Kb5 Rg5+
31,Draw,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 c4 Bb4+ Bd2 Qb6 Nb3 Nf6 Bd3 d5 exd5 exd5 O-O O-O cxd5 Nxd5 Nc3 Nf6 a3 Bd6 Ne4 Nxe4 Bxe4 Nc6 Be3 Qc7 h3 Re8 Qc2 h6 Rac1 Qe7 Rfd1 Qxe4 Qxe4 Rxe4 Rxd6 Re7 Nc5 Bf5 Kh2 Bg6 a4 h5 g4 a5 Kg3 Rd8 Rxd8+ Nxd8 Nb3 Nc6 gxh5 Bxh5 Nxa5 Nxa5 Rc8+ Kh7 Rc5 Be2 Rxa5 Re4 Rf5 Rxa4 Rxf7 Rb4 Rd7 Rxb2 Bd4 Rb3+ Kf4 Kh6 Bxg7+ Kg6 Bd4 Rf3+ Ke4 Rxh3 Rg7+ Kh6 Be5 Bf3+ Ke3 Bc6+ Rg3 Rxg3+ fxg3 Kg5 Kd4 Kg4 Bb8 Bf3 Bd6 Be2 Be5 b5 Kc5 Kg5 Bb8 Kf6 Bd6 Kg6 Kd4 Bc4 Kc5 Kf5 Bc7 Be2 Bd6 Ke4 Bf4 Kf5 Kb4 Ke4 Ka5 Kd5 Kb4 Kd4 g4 Bxg4 Kxb5 Bd7+ Kb6 Bg4 Kb5 Bd7+ Kb6 Kc4 Bc7 Kd5 Bd6 Kxd6
32,Draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Bc5 a4 Bb7 d3 O-O Be3 Be7 Nc3 Na5 Ba2 b4 Ne2 d5 Ng3 dxe4 dxe4 Qxd1 Rfxd1 Nxe4 Nxe5 Bd6 Nd3 Nxg3 hxg3 Be4 Nxb4 Bxb4 Rd4 Bxc2 Rxb4 Rab8 Rg4 h5 Rg5 Nb3 Bxb3 Bxb3 Rxh5 Rfd8 Bf4 Rd1+ Rxd1 Bxd1 Ra5 Rxb2 Rxa6 Rb1 Kh2 Rb2 Be3 Ra2 a5 Be2 Ra7 f6 g4 Kh7 g5 Kg6 gxf6 gxf6 Bd4 Bd3 Kg1 Ra4 Bb2 Kf5 Ra8 Rb4 Ba3 Ra4 Bb2 Rb4 Bc3 Rc4 Bd2 Rc2 Be3 Ra2 Bd4 Ra4 Rd8 Be4 f3 Bb7 Bc3 Ra3 Bb4 Ra4 Bc3 Ra3 Be1 Ra1 Kf2 Ra2+ Kg3 Ba6 Bc3 Rc2 Be1 Ra2 Rd7 Bf1 Rd2 Ra1 Kf2 Bxg2 Kxg2 Rxe1 Ra2 Re8 Kf2 Ra8 Ke3 Ra6 Kd4 Ke6 Kc5 c6 Re2+ Kf5 Ra2 Ke6 f4 Kf5 Ra4 Ke6 Kd4 Kf5 Kc5 Ke6 Ra2 Kf5 Kd6 Kxf4 Kc7 Ra8 a6 f5 Kb7 Rf8 a7 Ke3 Ra3+ Ke2 Ra5 c5 Rxc5 f4 Rc8 Rxc8 Kxc8 f3 a8=Q f2 Qa6+ Ke1 Qa1+ Ke2 Qa6+ Ke1 Qe6+ Kf1 Qg4 Ke1 Qe4+ Kd2 Qf3 Ke1 Qe3+ Kf1 Qf3 Kg1 Qg3+ Kf1 Qd3+ Kg2 Qg6+ Kh2 Qb1 Kg2 Qc2 Kf1 Kb8 Kg1 Qg6+ Kh1 Qh7+ Kg1 Qg6+ Kh2 Qh5+ Kg1 Qg4+ Kh2 Qf3 Kg1 Qg3+ Kh1 Qd3 Kg2 Qe4+ Kg1 Qe3 Kg2 Qe2 Kg1 Qg4+ Kh2 Qf4+ Kg2 Qe4+ Kh2 Qf3 Kg1 Qg3+ Kh1 Qd3 Kg2 Qe4+ Kg1 Qg4+ Kh2 Qf4+ Kg2 Qg4+ Kh2 Qf3 Kg1 Qe3 Kg2 Qg5+ Kh1 Qf5 Kg2 Qe4+ Kg1 Qg4+ Kh2
33,Draw,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Bd6 O-O O-O c4 c6 Re1 Bf5 Qb3 Qd7 Nc3 dxc4 Bxc4 Nxc3 bxc3 b5 Bf1 Na6 a4 Nc7 Ne5 Bxe5 dxe5 a5 Ba3 Rfd8 Red1 Qe6 Qxe6 Bxe6 Rd6 Rdc8 Rxc6 bxa4 c4 Na6 Rxc8+ Rxc8 Bd6 Nc5 f3 Nd7 Rc1 a3 Bxa3 Nxe5 c5 Nc6 Bb5 h5 Kf2 h4 Rc3 f6 Rd3 Nb4 Rc3 Nc6 g3 hxg3+ hxg3 Kf7 f4 Nd4 Ba6 Rb8 g4 Rb3 Rxb3 Bxb3 f5 Ba4 Bb2 Bb5 Bxd4 Bxa6 c6 a4 Bc5 Bb5 c7 Bd7 Kf3 Bc8 Kf4 g6 fxg6+ Kxg6 Ba3 Kf7 Bb2 Kg6 Kf3 f5 gxf5+ Kxf5 Ke3 Ke6 Kd3 Kd7 Be5 Ke6 Bh2 Kd5 Kc3 Kc5 Kb2 Kb4 Bd6+ Kc4 Be7 Kd5 Ka3 Kc6 Bd8 Kb5 Bh4 Bd7 Kb2 Kc6 Bg3 Kc5 Ka3 Kb5 Bd6 Bc8 Bb4 Ba6 Bc5 Bc8 Bg1 Kc6 Bb6 Kxb6 Kxa4 Kxc7
34,White,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 Na5 Bc2 d5 d4 dxe4 Nxe5 c5 Bf4 Bb7 dxc5 Bxc5 Nd2 Qb6 Qe2 Rae8 b4 Nd5 bxc5 Nxf4 cxb6 Nxe2+ Rxe2 Rxe5 a4 f5 f3 bxa4 fxe4 fxe4 Bxe4 Rb5 Rxa4 Bxe4 Rexe4 Nc6 Rxa6 Nb8 Ra7 Rxb6 Rg4 g6 Rh4 h5 Re4 Rf7 Rxf7 Kxf7 Re2 Nd7 Ne4 Ne5 Kf2 Ra6 h3 Nc4 Nd2 Nb2 Ke3 Rd6 Ne4 Nc4+ Kf4 Rd5 Ng5+ Kg7 Nf3 Kf6 Ke4 Rd7 Rf2 Nd6+ Kd5 Nf5+ Kc6 Rd8 c4 Rc8+ Kd5 Ne7+ Kd4 Nf5+ Kd3 Nd6 Nd4+ Ke7 Rc2 Rc5 Nf3 Kf6 Rf2 Rc8 Nd4+ Ke7 Rc2 Rc5 Ne2 Ke6 Kd4 Re5 Nf4+ Kf6 Kd3 Rc5 Nd5+ Ke5 Re2+ Kf5 g3 Ra5 Kd4 Kg5 Ne7 Kf6 c5 Ra4+ Kd5 Nb5 Re6+ Kf7 Re3 Ra1 Nc8 Kf6 Rf3+ Kg7 Rd3 Nc7+ Kd6 Ne8+ Kd7 Nf6+ Kc7 Rc1 c6 Kf7 Nd6+ Ke6 Nb5 h4 Kb7 Ne4 Re3 Kf5 Nd4+ Ke5 Ne2 Rc5 gxh4 Kd5 Nf4+ Kd4 Rd3+ Ke5 Nxg6+ Kf5 Nf8 Rb5+ Kc8 Ra5 Rf3+ Ke5 c7 Ra2 Kd8 Nd6 Kd7 Rd2 Ng6+ Ke4 Rf4+ Kd5 h5 Kc5 c8=Q+ Nxc8+ Kxc8 Rd6 Kc7 Rd3 Rh4 Rg3 Kd7 Ra3 Ke6 Ra6+ Kf5 Ra7 h6 Rh7 Kg5 Kb6 Nf8 Rh8 Rf4 Kc6 Rf6+ Kb5 Rf7 Kb6 h4 Rg8+ Ng6 Ra8 h7 Kc5 Rf8 Rxf8 Nxf8 Kc4 Ng6 Kb5 h8=Q Kc5 h5 Kb4 Qd4+ Ka3 Qc4 Kb2 h6 Ka1 h7 Kb1 Ne7 Ka1 h8=Q+ Kb1 Qb3+ Kc1 Qhb2#
35,Draw,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bb4+ c3 Bc5 Nxc6 bxc6 Bd3 d6 b4 Bb6 O-O Nf6 Nd2 Ng4 Nf3 a5 h3 Ne5 Nxe5 dxe5 a4 O-O Bc4 Qf6 Be3 h6 bxa5 Rxa5 Bxb6 cxb6 Qb3 Qg5 Kh2 Qf4+ g3 Qxe4 Qxb6 Ra8 Qc5 Qf5 h4 Qh3+ Kg1 Bg4 Qe3 Be6 Bxe6 Qxe6 a5 f5 Ra4 Ra6 Qc5 e4 Re1 Rd8 Rd4 Rd5 Rxd5 Qxd5 Qxd5+ cxd5 Ra1 g5 hxg5 hxg5 Kf1 Kf7 Ke2 f4 gxf4 gxf4 f3 Ke6 Ra4 Kf5 Kf2 Ke5 Kf1 Kf5 Kf2 Ke5 Ke2 Kf5 Kf2 e3+ Ke1 Rh6 a6 Rh1+ Ke2 Rh2+ Kd1 Rh1+ Ke2 Rh2+ Ke1 Rh1+ Ke2 Rh2+ Kd1 Rh1+ Ke2 Rh2+ Kd1 Rh1+ Ke2
36,Draw,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 Bd3 d5 exd5 cxd5 O-O Be7 Nc3 O-O h3 c5 Re1 Be6 Bf4 Rc8 Bf1 Bd6 Nxd5 Nxd5 Bxd6 Qxd6 c4 Rfd8 cxd5 Qxd5 Qxd5 Bxd5 Re3 Be6 Ra3 Rc7 b3 g6 Rc1 Rd2 Bc4 Bxc4 Rxc4 Re7 Rf4 Rd1+ Kh2 Rd4 Rf3 Red7 g4 c4 bxc4 Rxc4 Kg2 Kg7 Ra6 Kf8 Rfa3 Rcc7 h4 Kg7 R6a5 h6 Ra6 Rd4 R3a4 Rdd7 R6a5 Re7 Ra3 Kh7 R5a4 Kh8 Kg3 Kg7 Kg2 Red7 g5 Re7 Kg3 Red7 Ra5 Kh7 Ra6 Rb7 R3a4 Rb5 R4a5 Rxa5 Rxa5 Kg8 a4 Kg7 Ra6 Rd3+ Kg2 Rd7 a5 Rc7 f4 h5 Kg3 Rc3+ Kg2 Rc2+ Kf3 Rc3+ Ke4 Rh3 Rxa7 Rxh4 Rd7 Rh2 a6 Ra2 a7 Ra1 Kf3 Ra3+ Ke2 Ra1 Rb7 Ra2+ Kf3 Ra3+ Kf2 Ra2+ Kf1 Ra6 Rc7 Ra2 Kg1 Ra1+ Kh2 Ra3 Kg2 Ra2+ Kh3 Ra6 Kg2 Ra4 Kf3 Ra3+ Kf2 Ra4 Kg2 Ra1 Kf2 Ra2+ Kf3 Ra3+ Kf2 Ra2+ Kf1 Ra4 Kg1 Ra1+ Kf2 Ra2+ Kf3 Ra3+ Kf2 Ra2+ Kf3 Ra3+ Kf2 Ra2+
38,Draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O h3 Bb7 c3 Na5 Bc2 d5 d4 dxe4 Nxe5 c5 Be3 Qc7 Nd2 Rad8 Rc1 Bd6 Qe2 Bxe5 dxe5 Qxe5 b4 cxb4 Bb6 Rxd2 Qxd2 bxc3 Qd4 Qxd4 Bxd4 Rc8 a3 h6 f3 Nc4 Bxc3 Nxa3 Bb3 Nd7 Ba1 Nc5 Ba2 exf3 gxf3 Nc4 Bxc4 bxc4 Rxc4 Ne6 Rxc8+ Bxc8 Rb1 Bd7 Rb8+ Kh7 Rb7 Nf8 h4 Be6 h5 Nd7 Kf2 Nc5 Ra7 Nd3+ Ke3 Nb4 Bb2 Nd5+ Ke4 Nb4 Bc3 Nd5 Bd4 Nb4 Bc3 Nd5 Bb2 Nb4 Bc3 Nd5 Bb2 Nb4 Bc3 Nd5 Bd4 Nb4 Bc3
39,Draw,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6 b4 Bb6 a4 a5 b5 Ne7 O-O c6 Nbd2 O-O bxc6 bxc6 d4 exd4 cxd4 d5 e5 Nh5 Be2 Nf4 Re1 Nxe2+ Qxe2 c5 dxc5 Bxc5 Nb3 Bb6 e6 fxe6 Nbd4 Bxd4 Nxd4 Qb6 Nxe6 Qxe6 Qxe6+ Bxe6 Rxe6 Nf5 Rb6 Rfc8 Bf4 Rc4 g3 Rb4 Re6 Nd4 Re7 Nf3+ Kh1 Re4 Rxe4 dxe4 Bc7 g5 Kg2 h5 Rc1 Kf7 Rc4 Ne1+ Kg1 Nf3+ Kg2 Ne1+ Kf1 Nf3 Ke2 Nxh2 Rxe4 Ng4 Kf1 Kg6 Kg2 Nf6 Re6 h4 Rb6 Kf7 Rb5 Rc8 Bxa5 hxg3 Kxg3 Ne4+ Kg4 Rc4 Rb4 Nxf2+ Kf3 Rc2 Bb6 Nd3 Rb5 Ke6 Ke4 Nf4 Kd4 Nd5 Bc5 g4 a5 Ra2 Bb6 Ra1 Rb2 Kd6 Bc5+ Ke6 Re2+ Kf6 Bb6 Nxb6 axb6 Rb1 Kc5 Kf5 Rg2 Kf4 Kc6 Kf3 Rxg4 Kxg4 Kc7 Rc1+ Kd7 Rb1 Kc6 Kf5 b7 Kg4 Kc7 Rc1+ Kd7 Rb1 Kc8 Rc1+ Kd8 Rb1 Kc7 Kf3 b8=Q Rxb8 Kxb8
40,Draw,e4 c5 Nc3 d6 Nge2 e5 Ng3 Be6 Bb5+ Nc6 d3 Nf6 O-O Be7 Bxc6+ bxc6 h3 O-O b3 Nd7 f4 exf4 Bxf4 Ne5 Be3 Ng6 Nce2 a5 a4 d5 Nf5 dxe4 dxe4 c4 Ned4 Bf6 Rc1 Bxf5 Nxf5 Qxd1 Rcxd1 cxb3 cxb3 h5 Bc5 Rfb8 Nh6+ Kh7 Nxf7 Rb7 Nd6 Rxb3 Bd4 Bxd4+ Rxd4 Rd8 Rf5 Rb4 Rxh5+ Kg8 Rd2 Rxa4 Kh2 Ra1 Rg5 Kh7 Rh5+ Kg8 Rg5 Kh7 Rh5+ Kg8 Rg5 Kh7 Rh5+ Kg8 Rc5 a4 Rxc6 Rf1 Nc4 Rxd2 Nxd2 Rf6 Rc8+ Rf8 Rc6 Rf6 Rc8+ Rf8 Rc6 Rf6 Rc8+ Rf8 Rc6 Rf6 Rc8+ Rf8 Rc6 Rf6
41,Draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Bb7 c3 Nxe4 d4 exd4 Bd5 Nd6 Re1+ Be7 Qe2 d3 Qxd3 O-O a4 b4 Bf4 bxc3 bxc3 Na5 Nbd2 Bxd5 Qxd5 c6 Qd4 Ne8 Qe3 Bd6 Bg5 f6 Bf4 Bxf4 Qxf4 Qc7 Qd4 d5 h4 Nd6 h5 h6 Nh4 Rfe8 Rab1 Nac4 Nxc4 Nxc4 Qg4 Rad8 Rxe8+ Rxe8 Qg6 Rd8 Qg4 Qd7 Qxd7 Rxd7 Rb8+ Kf7 Rc8 Nb6 Rxc6 Nxa4 Nf5 Ra7 Nd6+ Kg8 f3 Kh7 Kf2 a5 Ke3 Nb2 Rb6 Re7+ Kd4 Re2 g4 Rd2+ Ke3 Rd3+ Ke2 Nc4 Nxc4 dxc4 Rb5 g5 Rxa5 Rxc3 Ra7+ Kg8 Rc7 Kf8 Kf2 Ke8 Ke2 Kf8 Rh7 Rc1 Rxh6 Kg7 Rg6+ Kf7 Rh6 Kg7 Rg6+ Kf7 Rh6 Kg7 Rg6+ Kf7 Rh6 Kg7 Rg6+ Kf7 Rh6 Kg7
42,Draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 c3 Bc5 Nbd2 O-O Bc2 Bxf2+ Rxf2 Nxf2 Kxf2 f6 Nf1 fxe5 Kg1 Bg4 Ne3 Be6 b4 h6 a4 Qd6 Bb2 Rae8 Qd2 Re7 axb5 axb5 Ra6 Bc8 Ra1 Be6 Ra6 Bc8 Ra1 Be6 Ra6 Bc8 Ra8 e4 Qxd5+ Qxd5 Nxd5 exf3 Nxe7+ Nxe7 Bb3+ Kh7 Bc2+ g6 c4 bxc4 Be4 f2+ Kf1 Nf5 Bxf5 gxf5 Ra7 Rf7 Be5 Kg6 Rxc7 Rxc7 Bxc7 Kg5 g3 Kg4 Kxf2 Kh3 Bf4 c3 Bxh6 Kxh2 Bf4 Kh3 Ke2 Ba6+ Kd1 Bd3 Kc1 Kg4 Be5 Kf3 Kd1 Be4 b5 c2+ Kd2 Kf2 Bf4 Kf3 Bb8 Kg2 Bc7 Kf2 Bd6 Kg2 b6 Kf2 Bb8 Kg2 Bd6 Kf3 Bc7 Kf2 b7 Bxb7 Kxc2 Ke3 Kc3 Bf3 Kc4 Ke4 Kc5 Bd1 Bf4 Be2 Kc6 Bd1 Kd6 Bb3 Ke7 Kd4 Kf6 Ke4 Bd6 Ba4 Kg5 Bc2 Be7 Kf3 Bd6 Ke4 Bf4 Ba4 Bd6 Bc2 Bb4 Ke3 Bd6 Ke4 Kf6 Kd5 Bf4 Bb1 Kg5 Ke4 Bd2 Ba2 Kf6 Bb1 Kg5 Ba2 Kf6 Bb1 Ke6 Kf3 Bf4 Ke4 Bb8 Kd4 Kd6 Ke4 Kc6 Kd4 Kd6 Bd3 Ke6 Ke4 Kf7 Bb1 Ke6 Kd4 Bf4 Be4 Be5+ Ke3 Bb8 Kd4 Ba7+ Kd3 Ke5 Kc4 Bb8 Kd3 Kd6 Bg2 Ke5 Bh3 Kf4 Ke2 Bc7 Bg4 Ba5 Bh3 Bd8 Bg4 Be7 Kf1 Bd6 Kf2 Bc5+ Kg2 Bd4 Kh2 Ba7 Kh3 Bf2 Be2 Bg1 Bf1 Kxf5 Kxg3 Ke5 Kg4 Ke4 Bg2+ Ke3 Bd5 Bf2 Ba8 Bg3 Kxg3
43,Draw,e4 c5 Nf3 Nc6 Bb5 g6 O-O Bg7 c3 Nf6 Re1 O-O d4 d5 Bxc6 bxc6 e5 Ne4 Be3 cxd4 cxd4 Bf5 Nbd2 Qb6 Nh4 Qxb2 Nxf5 gxf5 Rb1 Qxa2 Ra1 Qb2 Rb1 Qa3 Rb3 Qa6 Nf1 c5 dxc5 d4 Qxd4 Qe6 Qd1 Rfc8 Bd4 Rd8 Rd3 Rac8 Ng3 Nxc5 Bxc5 Rxd3 Qxd3 Rxc5 f4 Qb6 Kh1 Qc7 Nxf5 Rc1 Qe3 Rxe1+ Qxe1 Bf8 h3 Qc4 Qg3+ Kh8 Qg5 Qe6 Nd4 Qb6 Nf3 Qb1+ Kh2 h6 Qg4 e6 Nd4 Qe4 Ne2 Bc5 Qh4 Kh7 Qf6 Qg6 Qd8 h5 Nd4 Qh6 g3 Kg7 h4 Qg6 f5 exf5 Qd5 Bxd4 Qxd4 a6 Qd2 Qg4 Qd6 f4 Qf6+ Kg8 gxf4 Qg6 Qd8+ Kg7 Qd4 Qf5 Qf2 a5 Qg1+ Qg6 Qd4 Qe6 Qa1 Qf5 e6+ f6 Qg1+ Kf8 Qc1 Qxe6 Qc5+ Kg7 Qxh5 a4 Qc5 Qe4 Kg3 Qd3+ Kh2 Qe2+ Kg3 Qe1+ Kg4 Qd1+ Kg3 Qd7 f5 Kg8 Qc4+ Kg7 Qg4+ Kf8 Qb4+ Kf7 h5 Qa7 Qe4 Kg7 Kh3 Qd7 Qg4+ Kh8 Qe4 Kg7 Qe6 Qxe6 fxe6 a3 h6+ Kxh6 e7 a2 e8=Q a1=Q Qd7 Qh1+ Kg3 Qe1+ Kf3 Qe5 Qd2+ Kg6 Qg2+ Kf7 Qa2+ Kf8 Qc4 f5 Qf4 Qd5+ Ke3 Kf7 Kf2 Qc5+ Qe3 Qxe3+ Kxe3 Kf6 Kf3 Ke5 Ke3 Kd6 Kf3 Ke6 Ke3 Ke5 Kf3 f4 Kg2 Ke4 Kf2 Kf5 Kf3 Ke5 Kf2 Ke4 Ke2 f3+ Kf1 Kd3 Kf2 Ke4 Kf1 Kd3 Kf2 Ke4 Kf1 Kd4 Kf2 Ke4 Kf1 Ke3 Ke1 Kd4 Kf1 Ke3 Ke1 Kd4 Kf2 Ke4 Kf1
44,Draw,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 Be7 Bd3 d5 O-O O-O c4 Nf6 Nc3 Nc6 h3 Nb4 c5 Nxd3 Qxd3 c6 Bf4 Re8 Rae1 b6 b4 bxc5 dxc5 a5 b5 cxb5 Nxb5 Bxc5 Rc1 Ne4 Nc7 Ra7 Nxe8 Ba6 Qc2 Bxf1 Rb1 Bb4 a3 Qxe8 axb4 Bb5 Nd4 Ba4 Qb2 axb4 Nf5 Nc3 Qxb4 Qb5 Bh6 f6 Bxg7 Qxb4 Rxb4 Kf7 Rb6 Ne4 Bh8 Ra8 f3 Rxh8 fxe4 dxe4 Nd6+ Kg7 Nxe4 Rc8 Nxf6 Rc6 Rxc6 Bxc6 Nxh7 Bxg2 Kxg2 Kxh7 Kf3 Kg7 Kg3 Kh6 Kf4 Kh5 Kg3 Kg5 Kf3 Kf5 h4 Kf6 Kg4 Kg6 h5+ Kh7 Kg3 Kh8 Kf4 Kg7 Kg5 Kh7 h6 Kg8 Kf6 Kh7 Kg5 Kg8 Kf6 Kh7 Kg5 Kg8 Kf6 Kh7 Kg5 Kg8 Kf6 Kh7 Kg5
45,Draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 c3 Bc5 Nbd2 O-O Bc2 Nxf2 Rxf2 Bxf2+ Kxf2 f6 Nf1 fxe5 Kg1 Bg4 Ne3 Be6 b4 h6 a4 Qd6 Bb2 Rad8 Qe1 Rf4 Qg3 e4 Nd4 Nxd4 cxd4 Qxb4 Qxf4 Qxb2 Rd1 Qc3 Qf2 b4 Qd2 Rb8 Qxc3 bxc3 Rb1 Rxb1+ Bxb1 c5 Nc2 cxd4 Nxd4 Kf7 Kf2 Kf6 Ke3 Bd7 a5 Ke5 Bc2 Kd6 Nb3 Ke5 Nd4 Kd6 Nb3 Ke5 Nd4 Kd6 Nb3 Ke5 Nd4 Kd6 Nb3 Ke5 Nd4
46,Draw,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Be7 O-O O-O c4 Nf6 h3 dxc4 Bxc4 a6 Nc3 b5 Bb3 Bb7 Re1 Nbd7 Nh4 Re8 Nf5 c5 dxc5 Bxc5 Rxe8+ Qxe8 Bf4 Nf8 Nd6 Bxd6 Qxd6 Rd8 Qb6 Qc6 Qxc6 Bxc6 Re1 b4 Rd1 Rxd1+ Nxd1 Bd5 Bxd5 Nxd5 Bd2 f6 Kf1 Kf7 Ke2 Ke6 Ne3 Nf4+ Kf1 Nd3 b3 Nd7 Ke2 Nf4+ Kf1 Nd3 Ke2 Nf4+ Kf3 g5 Nc4 Nd5 Ke4 f5+ Kd4 g4 hxg4 fxg4 Ne3 N7f6 Nxd5 Nxd5 Bh6 Kd6 Bd2 h5 g3 Ke6 Ke4 Kd6 Kd4 Ke6 Kc4 Ke5 Kd3 Kf5 Kd4 Ke6 Ke4 Nf6+ Kd4 Nd5 Kc4 Ke5 Kd3 Ke6 Ke4 Nf6+ Kd4 Nd5
